datetime,wtr_0,wtr_0.5,wtr_1,wtr_1.5,wtr_2,wtr_2.5,wtr_3,wtr_3.5,wtr_4,wtr_4.5,wtr_5,wtr_5.5,wtr_6,wtr_6.5,wtr_7,wtr_7.5,wtr_8,wtr_8.5,wtr_9,wtr_9.5,wtr_10,wtr_10.5,wtr_11,wtr_11.5,wtr_12
2020-05-06 00:00:00,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,10.99,10.27,9.54,8.81,8.09,7.4,6.75,6.16,5.66,5.27,5.01,4.91
2020-05-07 00:00:00,11.64,11.64,11.64,11.64,11.64,11.64,11.64,11.64,11.64,11.64,11.64,11.64,11.64,11.24,10.47,9.7,8.94,8.19,7.48,6.8,6.2,5.68,5.27,5,4.91
2020-05-08 00:00:00,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.73,10.9,10.07,9.25,8.45,7.69,6.97,6.32,5.75,5.31,5.02,4.92
2020-05-09 00:00:00,11.35,11.35,11.35,11.35,11.35,11.35,11.35,11.35,11.35,11.35,11.35,11.35,11.35,11.35,11.35,10.46,9.58,8.72,7.9,7.14,6.45,5.84,5.37,5.05,4.94
2020-05-10 00:00:00,11.44,11.44,11.44,11.44,11.44,11.44,11.44,11.44,11.44,11.44,11.44,11.44,11.44,11.44,11.44,10.52,9.61,8.75,7.92,7.15,6.46,5.85,5.38,5.06,4.95
2020-05-11 00:00:00,11.17,11.17,11.17,11.17,11.17,11.17,11.17,11.17,11.17,11.17,11.17,11.17,11.17,11.17,11.17,10.83,9.84,8.91,8.05,7.25,6.53,5.91,5.42,5.09,4.97
2020-05-12 00:00:00,11.19,11.19,11.19,11.19,11.19,11.19,11.19,11.19,11.19,11.19,11.19,11.19,11.19,11.19,11.19,10.81,9.8,8.87,8.01,7.22,6.51,5.91,5.43,5.11,4.99
2020-05-13 00:00:00,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.05,10.09,9.2,8.37,7.61,6.91,6.3,5.77,5.37,5.1,5
2020-05-14 00:00:00,11.92,11.92,11.92,11.92,11.92,11.92,11.92,11.92,11.92,11.92,11.92,11.92,11.92,11.92,11.46,10.4,9.44,8.55,7.75,7.02,6.38,5.83,5.41,5.13,5.03
2020-05-15 00:00:00,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.41,11.29,10.26,9.32,8.45,7.67,6.96,6.33,5.81,5.4,5.14,5.04
2020-05-16 00:00:00,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,12.94,11.73,10.62,9.61,8.69,7.85,7.09,6.42,5.86,5.43,5.15,5.04
2020-05-17 00:00:00,13.59,13.59,13.59,13.59,13.59,13.59,13.59,13.59,13.59,13.59,13.59,13.59,13.59,12.96,11.75,10.64,9.62,8.7,7.85,7.09,6.42,5.87,5.43,5.15,5.05
2020-05-18 00:00:00,14.09,14.09,14.09,14.09,14.09,14.09,14.09,14.09,14.09,14.09,14.09,14.09,13.52,12.31,11.2,10.19,9.26,8.4,7.62,6.92,6.31,5.8,5.41,5.16,5.07
2020-05-19 00:00:00,13.82,13.82,13.82,13.82,13.82,13.82,13.82,13.82,13.82,13.82,13.82,13.82,13.82,12.55,11.38,10.31,9.34,8.46,7.67,6.96,6.35,5.84,5.44,5.19,5.1
2020-05-20 00:00:00,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,12.99,11.83,10.78,9.82,8.94,8.15,7.43,6.79,6.23,5.77,5.42,5.19,5.11
2020-05-21 00:00:00,14.87,14.87,14.87,14.87,14.87,14.87,14.87,14.87,14.87,14.87,14.87,14.16,12.91,11.78,10.74,9.79,8.93,8.13,7.42,6.78,6.23,5.77,5.42,5.2,5.12
2020-05-22 00:00:00,15.14,15.14,15.14,15.14,15.14,15.14,15.14,15.14,15.14,15.14,15.14,14.68,13.35,12.14,11.04,10.04,9.12,8.29,7.54,6.87,6.29,5.81,5.45,5.21,5.13
2020-05-23 00:00:00,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.09,13.69,12.43,11.28,10.23,9.28,8.41,7.63,6.94,6.34,5.84,5.46,5.22,5.13
2020-05-24 00:00:00,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.43,13.98,12.67,11.48,10.39,9.41,8.52,7.71,7,6.38,5.87,5.48,5.23,5.14
2020-05-25 00:00:00,16.25,16.25,16.25,16.25,16.25,16.25,16.25,16.25,16.25,16.25,16.25,16.05,14.51,13.11,11.85,10.7,9.66,8.71,7.86,7.11,6.45,5.91,5.5,5.24,5.14
2020-05-26 00:00:00,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.56,14.94,13.47,12.15,10.95,9.86,8.87,7.98,7.2,6.51,5.95,5.52,5.25,5.15
2020-05-27 00:00:00,17.21,17.21,17.21,17.21,17.21,17.21,17.21,17.21,17.21,17.21,17.21,16.89,15.22,13.71,12.35,11.11,9.99,8.98,8.06,7.25,6.55,5.98,5.54,5.25,5.15
2020-05-28 00:00:00,17.66,17.66,17.66,17.66,17.66,17.66,17.66,17.66,17.66,17.66,17.66,17.37,15.62,14.05,12.63,11.34,10.18,9.12,8.17,7.33,6.61,6.01,5.56,5.26,5.16
2020-05-29 00:00:00,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,16.67,15.05,13.58,12.25,11.03,9.93,8.92,8.02,7.23,6.54,5.97,5.54,5.26,5.17
2020-05-30 00:00:00,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,17.29,15.54,13.98,12.56,11.29,10.13,9.09,8.15,7.33,6.62,6.03,5.58,5.3,5.2
2020-05-31 00:00:00,17.96,17.96,17.96,17.96,17.96,17.96,17.96,17.96,17.96,17.96,17.96,17.96,16.08,14.4,12.89,11.55,10.34,9.25,8.28,7.43,6.69,6.09,5.63,5.33,5.23
2020-06-01 00:00:00,18.29,18.29,18.29,18.29,18.29,18.29,18.29,18.29,18.29,18.29,18.29,18.2,16.26,14.54,13.01,11.64,10.41,9.31,8.33,7.46,6.72,6.11,5.65,5.35,5.25
2020-06-02 00:00:00,18.36,18.36,18.36,18.36,18.36,18.36,18.36,18.36,18.36,18.36,18.36,17.96,16.06,14.37,12.86,11.51,10.31,9.23,8.27,7.43,6.71,6.12,5.67,5.38,5.28
2020-06-03 00:00:00,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.91,18.52,16.52,14.75,13.18,11.77,10.51,9.39,8.4,7.52,6.77,6.16,5.69,5.39,5.29
2020-06-04 00:00:00,19.44,19.44,19.44,19.44,19.44,19.44,19.44,19.44,19.44,19.44,19.44,19.12,17.03,15.17,13.52,12.05,10.74,9.57,8.53,7.62,6.84,6.2,5.72,5.41,5.3
2020-06-05 00:00:00,19.83,19.83,19.83,19.83,19.83,19.83,19.83,19.83,19.83,19.83,19.83,19.83,17.65,15.68,13.93,12.38,11,9.77,8.69,7.74,6.92,6.26,5.75,5.42,5.31
2020-06-06 00:00:00,20.24,20.24,20.24,20.24,20.24,20.24,20.24,20.24,20.24,20.24,20.24,20.24,18.22,16.14,14.31,12.68,11.24,9.96,8.83,7.84,7,6.3,5.78,5.44,5.32
2020-06-07 00:00:00,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,18.72,16.54,14.62,12.93,11.43,10.11,8.94,7.93,7.06,6.35,5.81,5.46,5.34
2020-06-08 00:00:00,21.07,21.07,21.07,21.07,21.07,21.07,21.07,21.07,21.07,21.07,21.07,20.36,18.04,15.99,14.19,12.59,11.17,9.91,8.8,7.83,7,6.33,5.81,5.49,5.37
2020-06-09 00:00:00,21.37,21.37,21.37,21.37,21.37,21.37,21.37,21.37,21.37,21.37,21.37,20.9,18.47,16.34,14.46,12.8,11.34,10.04,8.9,7.91,7.06,6.37,5.85,5.51,5.39
2020-06-10 00:00:00,21.95,21.95,21.95,21.95,21.95,21.95,21.95,21.95,21.95,21.95,21.95,20.17,17.89,15.87,14.09,12.51,11.11,9.87,8.78,7.82,7.01,6.35,5.85,5.53,5.42
2020-06-11 00:00:00,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,20.29,17.97,15.92,14.12,12.53,11.12,9.88,8.79,7.84,7.03,6.38,5.88,5.57,5.46
2020-06-12 00:00:00,21.67,21.67,21.67,21.67,21.67,21.67,21.67,21.67,21.67,21.67,21.67,21.14,18.61,16.4,14.48,12.8,11.32,10.04,8.91,7.94,7.12,6.45,5.95,5.63,5.51
2020-06-13 00:00:00,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,19.23,16.89,14.86,13.09,11.55,10.21,9.04,8.04,7.19,6.5,5.99,5.66,5.54
2020-06-14 00:00:00,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,20.05,17.49,15.29,13.41,11.78,10.38,9.18,8.15,7.28,6.58,6.06,5.72,5.6
2020-06-15 00:00:00,20.84,20.84,20.84,20.84,20.84,20.84,20.84,20.84,20.84,20.84,20.84,20.84,20.84,18.21,15.81,13.78,12.05,10.57,9.32,8.26,7.38,6.66,6.13,5.79,5.66
2020-06-16 00:00:00,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.73,18.63,16.11,13.98,12.19,10.68,9.4,8.32,7.43,6.71,6.18,5.83,5.71
2020-06-17 00:00:00,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09,18.5,16,13.9,12.13,10.63,9.37,8.31,7.43,6.73,6.2,5.86,5.74
2020-06-18 00:00:00,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,19.14,16.48,14.26,12.39,10.82,9.51,8.41,7.51,6.78,6.24,5.9,5.77
2020-06-19 00:00:00,21.68,21.68,21.68,21.68,21.68,21.68,21.68,21.68,21.68,21.68,21.68,21.68,21.68,19.42,16.69,14.41,12.5,10.9,9.57,8.46,7.54,6.82,6.27,5.93,5.8
2020-06-20 00:00:00,22,22,22,22,22,22,22,22,22,22,22,22,22,19.9,17.05,14.67,12.7,11.05,9.68,8.54,7.6,6.86,6.3,5.95,5.82
2020-06-21 00:00:00,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,20.26,17.31,14.86,12.83,11.15,9.75,8.59,7.64,6.89,6.32,5.97,5.84
2020-06-22 00:00:00,22.43,22.43,22.43,22.43,22.43,22.43,22.43,22.43,22.43,22.43,22.43,22.43,22.43,20.77,17.69,15.14,13.04,11.29,9.85,8.66,7.69,6.93,6.36,5.99,5.86
2020-06-23 00:00:00,22.51,22.51,22.51,22.51,22.51,22.51,22.51,22.51,22.51,22.51,22.51,22.51,22.51,20.95,17.8,15.21,13.08,11.32,9.87,8.68,7.71,6.95,6.38,6.02,5.89
2020-06-24 00:00:00,22.13,22.13,22.13,22.13,22.13,22.13,22.13,22.13,22.13,22.13,22.13,22.13,22.13,21.72,18.33,15.56,13.3,11.46,9.96,8.75,7.77,7.01,6.44,6.08,5.96
2020-06-25 00:00:00,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,18.71,15.81,13.46,11.56,10.03,8.8,7.82,7.05,6.49,6.13,6.01
2020-06-26 00:00:00,22.47,22.47,22.47,22.47,22.47,22.47,22.47,22.47,22.47,22.47,22.47,22.47,22.47,21.83,18.37,15.55,13.27,11.43,9.95,8.75,7.79,7.05,6.51,6.16,6.04
2020-06-27 00:00:00,24.67,24.67,24.67,24.67,24.67,24.67,24.67,24.67,24.67,24.67,24.67,22.01,19.05,16.56,14.46,12.7,11.22,9.98,8.94,8.09,7.38,6.83,6.42,6.16,6.07
2020-06-28 00:00:00,24.92,24.92,24.92,24.92,24.92,24.92,24.92,24.92,24.92,24.92,24.92,22.73,19.61,16.99,14.79,12.95,11.41,10.12,9.05,8.16,7.44,6.87,6.45,6.19,6.1
2020-06-29 00:00:00,25.22,25.22,25.22,25.22,25.22,25.22,25.22,25.22,25.22,25.22,25.22,23.45,20.17,17.41,15.11,13.19,11.59,10.26,9.15,8.24,7.5,6.91,6.48,6.21,6.12
2020-06-30 00:00:00,26.35,26.35,26.35,26.35,26.35,26.35,26.35,26.35,26.35,26.35,24.49,21.23,18.46,16.12,14.14,12.47,11.07,9.88,8.89,8.07,7.4,6.87,6.48,6.23,6.15
2020-07-01 00:00:00,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,25.26,21.83,18.93,16.48,14.41,12.68,11.22,10,8.99,8.14,7.45,6.91,6.51,6.26,6.18
2020-07-02 00:00:00,26.74,26.74,26.74,26.74,26.74,26.74,26.74,26.74,26.74,26.74,26.05,22.44,19.4,16.84,14.69,12.89,11.38,10.12,9.08,8.21,7.51,6.96,6.55,6.29,6.21
2020-07-03 00:00:00,26.95,26.95,26.95,26.95,26.95,26.95,26.95,26.95,26.95,26.95,26.74,22.98,19.81,17.15,14.93,13.07,11.51,10.22,9.15,8.27,7.56,6.99,6.58,6.32,6.23
2020-07-04 00:00:00,27.18,27.18,27.18,27.18,27.18,27.18,27.18,27.18,27.18,27.18,27.18,23.63,20.31,17.53,15.21,13.28,11.68,10.34,9.24,8.34,7.61,7.04,6.62,6.35,6.26
2020-07-05 00:00:00,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,24.29,20.81,17.91,15.5,13.49,11.83,10.46,9.33,8.41,7.66,7.08,6.65,6.38,6.29
2020-07-06 00:00:00,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,24.98,21.34,18.31,15.79,13.71,11.99,10.58,9.42,8.47,7.71,7.12,6.69,6.41,6.32
2020-07-07 00:00:00,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,27.59,25.73,21.9,18.72,16.09,13.92,12.15,10.69,9.5,8.54,7.77,7.17,6.73,6.45,6.36
2020-07-08 00:00:00,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,26.38,22.38,19.07,16.35,14.11,12.28,10.79,9.57,8.59,7.81,7.2,6.76,6.49,6.39
2020-07-09 00:00:00,28.03,28.03,28.03,28.03,28.03,28.03,28.03,28.03,28.03,28.03,28.03,26.1,22.16,18.9,16.22,14.02,12.21,10.75,9.55,8.59,7.82,7.23,6.79,6.52,6.43
2020-07-10 00:00:00,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,26.71,22.62,19.24,16.46,14.19,12.34,10.84,9.62,8.64,7.87,7.27,6.83,6.56,6.47
2020-07-11 00:00:00,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,23.34,19.77,16.86,14.48,12.55,10.99,9.74,8.73,7.94,7.32,6.88,6.6,6.51
2020-07-12 00:00:00,26.91,26.91,26.91,26.91,26.91,26.91,26.91,26.91,26.91,26.91,26.91,26.91,24.03,20.29,17.24,14.76,12.76,11.14,9.85,8.81,8,7.37,6.92,6.64,6.54
2020-07-13 00:00:00,26.83,26.83,26.83,26.83,26.83,26.83,26.83,26.83,26.83,26.83,26.83,26.83,24.46,20.61,17.48,14.94,12.89,11.24,9.92,8.87,8.05,7.41,6.95,6.66,6.56
2020-07-14 00:00:00,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,24.93,20.97,17.75,15.14,13.04,11.35,10.01,8.94,8.09,7.45,6.98,6.69,6.59
2020-07-15 00:00:00,26.59,26.59,26.59,26.59,26.59,26.59,26.59,26.59,26.59,26.59,26.59,26.59,24.93,20.97,17.75,15.15,13.05,11.37,10.03,8.96,8.12,7.48,7.02,6.73,6.62
2020-07-16 00:00:00,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,24.78,20.87,17.68,15.1,13.03,11.36,10.02,8.96,8.13,7.49,7.03,6.74,6.64
2020-07-17 00:00:00,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,25.04,21.06,17.83,15.22,13.11,11.43,10.08,9.01,8.16,7.52,7.05,6.76,6.66
2020-07-18 00:00:00,26.98,26.98,26.98,26.98,26.98,26.98,26.98,26.98,26.98,26.98,26.98,26.98,24.49,20.67,17.55,15.03,12.99,11.35,10.03,8.99,8.16,7.53,7.07,6.78,6.68
2020-07-19 00:00:00,28.21,28.21,28.21,28.21,28.21,28.21,28.21,28.21,28.21,28.21,28.21,25.15,21.48,18.44,15.93,13.87,12.17,10.79,9.66,8.75,8.03,7.46,7.05,6.8,6.71
2020-07-20 00:00:00,27.67,27.67,27.67,27.67,27.67,27.67,27.67,27.67,27.67,27.67,27.67,25.99,22.12,18.92,16.29,14.13,12.37,10.94,9.77,8.84,8.09,7.52,7.1,6.84,6.75
2020-07-21 00:00:00,27.38,27.38,27.38,27.38,27.38,27.38,27.38,27.38,27.38,27.38,27.38,26.81,22.75,19.39,16.64,14.39,12.56,11.08,9.88,8.92,8.16,7.57,7.14,6.87,6.78
2020-07-22 00:00:00,27.03,27.03,27.03,27.03,27.03,27.03,27.03,27.03,27.03,27.03,27.03,27.03,23.34,19.83,16.97,14.63,12.74,11.21,9.98,8.99,8.21,7.61,7.18,6.91,6.81
2020-07-23 00:00:00,26.81,26.81,26.81,26.81,26.81,26.81,26.81,26.81,26.81,26.81,26.81,26.81,24.04,20.36,17.36,14.92,12.95,11.37,10.1,9.08,8.28,7.66,7.22,6.94,6.84
2020-07-24 00:00:00,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,24.29,20.55,17.51,15.03,13.04,11.43,10.15,9.12,8.31,7.69,7.24,6.96,6.87
2020-07-25 00:00:00,26.78,26.78,26.78,26.78,26.78,26.78,26.78,26.78,26.78,26.78,26.78,26.78,24.61,20.8,17.69,15.17,13.14,11.51,10.21,9.17,8.35,7.72,7.27,6.98,6.89
2020-07-26 00:00:00,27.06,27.06,27.06,27.06,27.06,27.06,27.06,27.06,27.06,27.06,27.06,27.06,24.48,20.71,17.64,15.15,13.13,11.51,10.21,9.18,8.36,7.74,7.28,7,6.9
2020-07-27 00:00:00,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.04,22.96,19.59,16.83,14.57,12.74,11.25,10.04,9.07,8.31,7.71,7.28,7.01,6.92
2020-07-28 00:00:00,27.39,27.39,27.39,27.39,27.39,27.39,27.39,27.39,27.39,27.39,27.39,27.39,23.59,20.07,17.18,14.83,12.93,11.39,10.15,9.15,8.37,7.76,7.32,7.05,6.96
2020-07-29 00:00:00,26.84,26.84,26.84,26.84,26.84,26.84,26.84,26.84,26.84,26.84,26.84,26.84,24.32,20.6,17.57,15.11,13.13,11.53,10.25,9.24,8.43,7.81,7.37,7.09,6.99
2020-07-30 00:00:00,26.96,26.96,26.96,26.96,26.96,26.96,26.96,26.96,26.96,26.96,26.96,26.96,24.36,20.64,17.61,15.15,13.16,11.56,10.28,9.26,8.45,7.84,7.39,7.11,7.01
2020-07-31 00:00:00,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,25.17,21.25,18.05,15.47,13.4,11.73,10.4,9.35,8.52,7.89,7.43,7.15,7.05
2020-08-01 00:00:00,26.56,26.56,26.56,26.56,26.56,26.56,26.56,26.56,26.56,26.56,26.56,26.56,25.43,21.44,18.2,15.59,13.48,11.8,10.46,9.39,8.56,7.92,7.45,7.17,7.07
