datetime	Ten_Meter_Uwind_vector_meterPerSecond	Ten_Meter_Vwind_vector_meterPerSecond	Air_Temperature_celsius	Shortwave_Radiation_Downwelling_wattPerMeterSquared	Vapour_Pressure_milliBar	Longwave_Radiation_Downwelling_wattPerMeterSquared	Precipitation_meterPerHour
10.3333333333333	4.5471418	0	-2.6099915	16.443001	4.6825718	299.87	0
10.375	5.4317034	0	-2.7099976	84.185997	4.5677834	291.92001	0
10.4166666666667	5.6362045	0	-2.5000061	127.739	4.6682173	291.92001	0
10.4583333333333	5.870332	0	-2.2800049	163.369	4.7686441	291.92001	0
10.5	6.1438914	0	-2.0600037	249.35699	4.868755	269.57999	0
10.5416666666667	6.1324464	0	-1.8899902	229.209	4.88968	269.57999	0
10.5833333333333	6.1378336	0	-1.7200073	193.929	4.9107928	269.57999	0
10.625	6.1700325	0	-1.5499939	136.66299	4.931785	249.3	0
10.6666666666667	6.1021962	0	-2.2999939	56.169998	4.6738803	249.28999	0
10.7083333333333	6.0813319	0	-3.0600037	0	4.4154287	249.28999	0
10.75	6.1104911	0	-3.8200134	0	4.1565969	217.64	0
10.7916666666667	5.5784316	0	-4.6799988	0	3.9350294	217.64	0
10.8333333333333	5.0533555	0	-5.5400146	0	3.7134629	217.64	0
10.875	4.5341923	0	-6.4100098	0	3.4917514	196.75999	0
10.9166666666667	3.994609	0	-7.1600098	0	3.3098426	196.75999	0
10.9583333333333	3.5236629	0	-7.9100098	0	3.1277746	196.75999	0
11	3.1562637	0	-8.6600098	0	2.9455523	192.72	0
11.0416666666667	2.9637814	0	-8.9599976	0	2.9074825	192.72	0
11.0833333333333	3.0162395	0	-9.2699951	0	2.8691932	192.72	0
11.125	3.2784447	0	-9.5700134	0	2.83085	197.86	0
11.1666666666667	3.684196	0	-9.3700012	0	2.8711492	197.86	0
11.2083333333333	4.3006974	0	-9.1799988	0	2.9112325	197.86	0
11.25	5.0604841	0	-8.9799866	0	2.9514204	225.69	0
11.2916666666667	5.6001428	0	-7.9799866	0	3.1739086	225.69	0
11.3333333333333	6.1318351	0	-6.9899963	35.457001	3.3964125	225.69	0
11.375	6.6646904	0	-5.9899963	121.921	3.6189266	283.10001	0
11.4166666666667	7.6931721	0	-3.8700012	184.793	4.1522817	283.10001	0
11.4583333333333	8.7342201	0	-1.7500061	236.321	4.6833745	283.10001	0
11.5	9.7761544	0	0.37999878	384.35699	5.212039	257.06	0
11.5416666666667	8.9624606	0	0.92998657	353.638	5.3018741	257.06	0
11.5833333333333	8.181308	0	1.4900146	299.76199	5.3916115	257.06	0
11.625	7.4670609	0	2.0500122	198.367	5.4815588	248.39999	0
11.6666666666667	6.5719178	0	1.0200439	83.045998	5.3253976	248.39999	0
11.7083333333333	5.6784242	0	-0.009985352	0	5.1693602	248.39999	0
11.75	4.7952062	0	-1.0400146	0	5.0136137	249.99001	0
11.7916666666667	4.6075155	0	-1.2900146	0	4.9932378	249.99001	0
11.8333333333333	4.4338921	0	-1.5300049	0	4.9729978	249.99001	0
11.875	4.2517997	0	-1.7800049	0	4.9527397	249.67999	0
11.9166666666667	4.0351455	0	-1.7999939	0	4.9948536	249.67999	0
11.9583333333333	3.8953562	0	-1.8200134	0	5.037103	249.67999	0
12	3.8408332	0	-1.8299927	0	5.0793386	270.78	0
12.0416666666667	3.5435857	0	-2.1999878	0	5.0049487	270.78	0
12.0833333333333	3.2560867	0	-2.5600037	0	4.9305464	270.78	0
12.125	2.9971319	0	-2.919989	0	4.8564387	262	0
12.1666666666667	2.8308656	0	-2.9799866	0	4.7925106	262	0
12.2083333333333	2.6945314	0	-3.0400146	0	4.7282116	262	0
12.25	2.5741989	0	-3.0900024	0	4.6636963	299.44	0
12.2916666666667	2.6743972	0	-2.5799927	0	4.8306929	299.44	1.773e-07
12.3333333333333	3.2468138	0	-2.0700134	22.85	4.9970903	299.44	0
12.375	4.084532	0	-1.5600037	109.457	5.163038	285.76999	0
12.4166666666667	4.7530306	0	-0.88999023	165.692	5.251747	285.76999	0
12.4583333333333	5.5368584	0	-0.22998657	211.864	5.3409341	285.76999	0
12.5	6.4025071	0	0.44002686	397.80301	5.4304392	231.21001	0
12.5416666666667	6.3094612	0	0.27999268	366.35199	5.3217717	231.21001	0
12.5833333333333	6.2265561	0	0.11998901	311.116	5.2132165	231.21001	0
12.625	6.1453479	0	-0.039953613	199.58099	5.1050834	205.5	0
12.6666666666667	5.2077252	0	-1.0499939	85.073998	4.8062511	205.5	0
12.7083333333333	4.3656958	0	-2.0600037	0	4.5061292	205.49001	0
12.75	3.6626767	0	-3.0700134	0	4.2044307	196.5	0
